,F1DLOT,F1ROLL,CLAIM_NUM,CLAIM,Claims,DIM_DIVISION_CUSTOMER_GK,F1GROL,F1GROL_count,F1PROL,INVENTORY_BACKING_CD,INVENTORY_COLOR_CD,INVENTORY_SIZE_CD,INVENTORY_STYLE_CD,claimRatio,dollarClaims,dollarPerClaim,dollarPerSale,dollarSales,numClaims,numSales,F1ROLL_count,F1DLOT_count
7353,L129545,05381064,7065055,447.86,0,332072,4707134,4,05107313,7,20,1,128,1.203489329017392,1316.16,1316.16,1093.62,1093.62,1.0,1.0,1,5
7354,L129545,05381068,7065055,475.28,0,332072,4707134,4,05107313,7,20,1,128,1.203489329017392,1316.16,1316.16,1093.62,1093.62,1.0,1.0,1,5
7355,732501,06469641,7150234,306.0,1,266466,4926462,1,,1,2,1,403,7.744874715261959,306.0,306.0,19.755,39.51,1.0,2.0,1,1
7356,856971,11435582,7116396,174.22,1,266466,5300834,4,11124118,1,32,1,109,1.052625219019999,174.22,174.22,55.169999999999995,165.51,1.0,3.0,1,9
7357,P64715,09345023,7075537,47.7,1,266466,5157959,1,,7,121,1,159,0.0013663103947863658,47.7,47.7,4363.9425,34911.54,1.0,8.0,1,2
7358,P53957,07812641,7032857,1151.43,1,266466,5027437,1,07786854,7,16,1,137,3.0306731142564685,2575.86,858.62,121.41857142857143,849.93,3.0,7.0,1,1
7359,P66507,10159120,7032857,91.2,1,266466,5198145,3,10127156,7,16,1,137,3.0306731142564685,2575.86,858.62,121.41857142857143,849.93,3.0,7.0,2,3
7360,L137183,07035528,7020855,1151.43,1,266466,4900521,4,06668154,7,16,1,137,3.0306731142564685,2575.86,858.62,121.41857142857143,849.93,3.0,7.0,1,4
7361,P66507,10159120,7088119,181.8,1,266466,5198145,3,10127156,7,16,1,137,3.0306731142564685,2575.86,858.62,121.41857142857143,849.93,3.0,7.0,2,3
7362,759629,07632751,7040654,15.9,1,266466,5005648,2,,1,87,1,89,0.05728027040577467,690.06,98.58,752.9425,12047.08,7.0,16.0,2,5
7363,848613,10550422,7139423,141.13,1,266466,5260714,2,,1,87,1,89,0.05728027040577467,690.06,98.58,752.9425,12047.08,7.0,16.0,2,4
7364,759629,07457414,7037098,17.28,1,266466,5008315,2,,1,87,1,89,0.05728027040577467,690.06,98.58,752.9425,12047.08,7.0,16.0,1,5
7365,759629,07632751,7059566,471.96,1,266466,5005648,2,,1,87,1,89,0.05728027040577467,690.06,98.58,752.9425,12047.08,7.0,16.0,2,5
7366,848613,10550422,7098136,10.82,1,266466,5260714,2,,1,87,1,89,0.05728027040577467,690.06,98.58,752.9425,12047.08,7.0,16.0,2,4
7367,637775,06529342,7004729,517.54,1,266466,4708469,1,04298915,1,346,3,496,0.49321465329927955,517.54,517.54,262.33,1049.32,1.0,4.0,1,1
7368,P78432,11273825,7121002,172.8,1,266466,5357904,1,,1,17,1,18,0.09875583648136613,172.8,172.8,349.954,1749.77,1.0,5.0,1,1
7369,K73423,10387844,7091105,6.7,1,266466,5259967,1,,1,79,1,71,0.006844277366894129,6.7,6.7,489.46,978.92,1.0,2.0,1,1
7370,728461,07733556,7043712,1622.42,1,294530,4921812,1,06405237,1,294,3,109,0.9769435964135822,1622.42,1622.42,553.57,1660.71,1.0,3.0,1,1
7371,K83301$,12282012,7140272,36.67,1,294530,5427676,1,12071572,1,39,1,15,0.003483228355207602,36.67,36.67,1754.5983333333334,10527.59,1.0,6.0,1,1
7372,K72792,10656163,7100362,244.62,1,329420,5231072,5,10284711,1,20,1,400,1.1111047488166133,1164.26,1164.26,349.28,1047.84,1.0,3.0,1,5
7373,K72792,10656151,7100362,131.42,1,329420,5231072,5,10284711,1,20,1,400,1.1111047488166133,1164.26,1164.26,349.28,1047.84,1.0,3.0,1,5
7374,K72792,10656166,7100362,280.91,1,329420,5231072,5,10284711,1,20,1,400,1.1111047488166133,1164.26,1164.26,349.28,1047.84,1.0,3.0,1,5
7375,K72792,10656169,7100362,289.87,1,329420,5231072,5,10284711,1,20,1,400,1.1111047488166133,1164.26,1164.26,349.28,1047.84,1.0,3.0,1,5
7376,K72792,10656155,7100362,217.44,1,329420,5231072,5,10284711,1,20,1,400,1.1111047488166133,1164.26,1164.26,349.28,1047.84,1.0,3.0,1,5
7377,624868,05196104,7029048,1386.0,0,294530,4701143,1,04212380,1,20,1,262,0.1635514018691589,1386.0,1386.0,2824.7999999999997,8474.4,1.0,3.0,1,3
7378,P43382$,06207510,7011964,200.0,1,294530,4899030,1,,1,9,1,15,0.026138187368982334,400.0,400.0,1700.3644444444444,15303.28,1.0,9.0,1,2
7379,P43382$,06773817,7011964,200.0,1,294530,4899031,1,06207402,1,9,1,15,0.026138187368982334,400.0,400.0,1700.3644444444444,15303.28,1.0,9.0,1,2
7380,P26050,89670770,7064917,1404.5,1,294530,3058290,1,88885154,1,74,1,5,9.475382003395586,2790.5,1395.25,58.9,294.5,2.0,5.0,1,2
7381,A36830,05720547,7012550,1361.49,1,336912,4848958,1,,1,60,1,58,0.5329812721180045,1361.49,1361.49,638.62,2554.48,1.0,4.0,1,1
7382,A36452,05152236,7008168,1061.66,1,336912,4752408,5,,1,84,1,58,1.0,1061.66,1061.66,353.8866666666667,1061.66,1.0,3.0,1,5
7383,P95422,04995967,7000307,272.09,1,336912,2523504,1,88037068,1,159,1,541,1.0360174942114742,281.89,281.89,90.69666666666666,272.09,1.0,3.0,1,1
7384,601037,04596310,6975140,702.99,1,336912,4541472,1,02655123,1,267,1,430,0.9944688074692319,702.99,702.99,235.63333333333333,706.9,1.0,3.0,1,2
7385,K42092,02528985,7010157,53.93,1,226636,4500913,1,02406170,1,6,1,78,0.0028081535908489495,53.93,53.93,1920.479,19204.79,1.0,10.0,1,1
7386,P39271,06222334,6999409,1578.3,0,316430,4828490,2,05571794,1,86,1,450,2.0526325793575366,3239.67,1619.835,1578.3,1578.3,2.0,1.0,2,5
7387,P39271,06222334,6999136,1661.37,1,316430,4828490,2,05571794,1,86,1,450,2.0526325793575366,3239.67,1619.835,1578.3,1578.3,2.0,1.0,2,5
7388,P54031,08699768,7063241,653.22,1,242509,4837005,1,07769294,7,103,1,345,2.0,653.22,653.22,108.87,326.61,1.0,3.0,1,1
7389,L132120,05819633,6988897,1719.04,0,242509,4739691,1,04946901,7,103,1,532,1.0,1719.04,1719.04,1719.04,1719.04,1.0,1.0,1,1
7390,763577$,08796413,7105891,223.0,1,337809,5053271,1,08053689,1,152,1,489,0.17455968688845402,223.0,223.0,255.5,1277.5,1.0,5.0,1,1
7391,CK55888,07486667,7041341,786.17,1,242336,4867561,2,06393074,7,45,1,390,2.5252104300845013,1533.03,1533.03,202.36333333333334,607.09,1.0,3.0,2,2
7392,CK55888,07486667,7041341,746.86,0,242336,4867561,2,06393074,7,45,1,390,2.5252104300845013,1533.03,1533.03,202.36333333333334,607.09,1.0,3.0,2,2
7393,A38567,08641244,7053958,776.6,1,242336,4868517,1,06396020,1,136,1,259,1.2565529739175458,776.6,776.6,206.01333333333332,618.04,1.0,3.0,1,1
7394,K76713,11068391,7123066,2274.36,0,242509,5312302,1,10937305,1,467,3,423,2.150447772269192,4636.86,2318.43,718.7433333333333,2156.23,2.0,3.0,1,1
7395,K64589,08463346,7097045,2362.5,1,242509,5069376B,1,,1,467,3,423,2.150447772269192,4636.86,2318.43,718.7433333333333,2156.23,2.0,3.0,1,1
7396,K16697,94690227,7004080,406.3,0,330759,3758864,1,,1,87,1,170,0.44782492410343516,954.4,954.4,532.7975,2131.19,1.0,4.0,1,2
7397,K16697,94690212,7004080,548.1,0,330759,3758863,1,,1,87,1,170,0.44782492410343516,954.4,954.4,532.7975,2131.19,1.0,4.0,1,2
7398,L129232R,04719245,7004480,1550.11,1,296237,4617991,1,04372696,6,103,1,419,0.9609330928071512,1550.11,1550.11,537.71,1613.13,1.0,3.0,1,1
7399,K50217,04681513,7005544,551.78,1,296237,4726463,1,,1,9,1,9,5.632941176470588,1053.36,1053.36,93.5,187.0,1.0,2.0,1,2
7400,K50217,06285127,7005544,501.58,1,296237,4720565,1,04682279,1,9,1,9,5.632941176470588,1053.36,1053.36,93.5,187.0,1.0,2.0,1,2
7401,K66968,09140311,7061448,4313.85,0,296237,5114400,1,09033411,6,8,1,245,1.0,4313.85,4313.85,4313.85,4313.85,1.0,1.0,1,1
7402,L117422,00049772,6997817,1841.13,1,330791,4269388,1,00048633,7,25,1,169,0.3222132967915702,1841.13,1841.13,1428.5025,5714.01,1.0,4.0,1,1
7403,A45091,09225135,7063934,201.0,1,65176,5075572,1,08363446,1,35,1,82,0.3142834805722774,201.0,201.0,127.91,639.55,1.0,5.0,1,1
7404,P27380,04305102,7003871,745.95,1,266140,4508190,1,03870970,1,66,1,700,0.5091565590722628,745.95,745.95,488.3566666666666,1465.07,1.0,3.0,1,2
7405,P3101,00785259,7008485,858.0,0,264744,4290274,1,00197902,7,104,1,326,0.9363745498199281,858.0,858.0,916.3,916.3,1.0,1.0,1,1
7406,R62614,07863684,7039341,221.61,1,266140,4732988,1,04714783,1,64,1,294,0.2874020853867303,221.61,221.61,192.77,771.08,1.0,4.0,1,2
7407,P73283,10813352,7105397,2149.49,0,162055,5285046A,1,10801210,16,123,1,308,0.05695365045584329,2149.49,2149.49,37741.04,37741.04,1.0,1.0,1,1
7408,781192,08091650,7062330,632.8,1,242645,5028250,2,,8,80,1,304,0.143355859172351,632.8,632.8,735.6983333333333,4414.19,1.0,6.0,1,2
7409,P65919,09843423,7085670,251.33,1,337314,5082750,3,09569179,7,16,1,329,0.7365746967165234,1084.4,1084.4,490.74,1472.22,1.0,3.0,1,3
7410,P65919,09843569,7085670,359.06,1,337314,5082750,3,09569211,7,16,1,329,0.7365746967165234,1084.4,1084.4,490.74,1472.22,1.0,3.0,1,3
7411,P65919,09843311,7085670,474.01,1,337314,5082750,3,09569494,7,16,1,329,0.7365746967165234,1084.4,1084.4,490.74,1472.22,1.0,3.0,1,3
7412,L137182,06750608,7017700,347.66,1,337314,4910619,2,06666695,7,11,1,329,0.20918674336325785,347.66,347.66,553.9866666666667,1661.96,1.0,3.0,1,2
7413,721646,06721260,7007771,882.42,1,263977,4914294,1,06405152,1,385,3,724,1.111108312976907,882.42,882.42,264.72666666666663,794.18,1.0,3.0,1,1
7414,P482811,07091802,7056466,308.03,1,263977,4927714,1,,7,41,1,709,0.3294121421467452,308.03,308.03,311.69666666666666,935.09,1.0,3.0,1,1
7415,713721$,09886594,7092082,80.38,1,263977,4850755,1,,1,223,1,109,0.7203154404516533,80.38,80.38,22.318,111.59,1.0,5.0,1,1
7416,827721,10157833,7088871,726.35,0,259430,5207750,1,09854850,1,3,1,432,0.5,726.35,726.35,726.35,1452.7,1.0,2.0,1,1
7417,P52179,07515521,7048034,1436.06,0,240683,5000833,1,,6,82,1,99,0.20826680081506455,2947.7,1473.85,1769.185,14153.48,2.0,8.0,1,1
7418,L131369,04888214,7020945,1511.64,1,240683,4763061,3,04844859,6,82,1,99,0.20826680081506455,2947.7,1473.85,1769.185,14153.48,2.0,8.0,1,3
7419,655331$,06111805,6999922,223.83,1,68979,4812678,1,05500191,1,27,1,81,0.0300695618062963,223.83,223.83,930.4675,7443.74,1.0,8.0,1,1
7420,L118940,00887308,7065290,1565.03,1,386447,4346420,1,,7,100,1,160,0.5227710006279813,1565.03,1565.03,997.9066666666666,2993.72,1.0,3.0,1,1
7421,P35903R,05469980,6994645,2151.91,1,386447,4190573A,2,05069019,7,288,1,315,1.487069357823613,3431.13,1715.565,461.462,2307.31,2.0,5.0,2,2
7422,P35903R,05469980,6994645,755.06,1,386447,4190573A,2,05069019,7,288,1,315,1.487069357823613,3431.13,1715.565,461.462,2307.31,2.0,5.0,2,2
7423,P57878,08407599,7065294,524.16,1,386447,5065789,1,08371007,7,288,1,315,1.487069357823613,3431.13,1715.565,461.462,2307.31,2.0,5.0,1,1
7424,P63997,11125675,7108543,243.31,1,386447,5168385,1,09236567,7,20,1,117,0.35706843163440516,243.31,243.31,227.13666666666666,681.41,1.0,3.0,1,1
7425,L113156R,98454488,6987324,2027.41,1,386447,4125303,1,,7,3,1,160,4.637572221268806,4053.47,4053.47,291.34999999999997,874.05,1.0,3.0,1,2
7426,L113156R,98454526,6987324,2026.06,1,386447,4125305,1,,7,3,1,160,4.637572221268806,4053.47,4053.47,291.34999999999997,874.05,1.0,3.0,1,2
7427,P75416,10873219,7118454,1957.04,1,386447,5192598,1,,7,43,1,509,0.5328904016337644,1957.04,1957.04,918.125,3672.5,1.0,4.0,1,1
7428,P48879,07589977,7028423,1272.96,1,386447,4971945,1,07092140,7,81,1,117,1.1111149904858335,1272.96,1272.96,381.8866666666667,1145.66,1.0,3.0,1,1
7429,K68161,11478214,7120823,277.16,1,233282,5159781,1,09626761,1,3,1,133,1.0602501817068972,277.16,277.16,87.13666666666667,261.41,1.0,3.0,1,1
7430,799941,08619097,7055515,276.14,1,233282,5104491,2,08579623,1,37,1,89,0.28160740782288124,552.28,552.28,326.8616666666667,1961.17,1.0,6.0,2,3
7431,799941,08619097,7055515,276.14,0,233282,5104491,2,08579623,1,37,1,89,0.28160740782288124,552.28,552.28,326.8616666666667,1961.17,1.0,6.0,2,3
7432,775946,07676784,7056501,29.52,1,237866,5031308,1,07650315,1,32,1,79,0.02229793247316257,809.79,404.895,1068.1417647058825,36316.82,2.0,34.0,1,11
7433,682899,06045978,7043311,116.19,1,237866,4877499,1,,1,165,1,529,0.0016147383544344435,116.19,116.19,2248.6228125,71955.93,1.0,32.0,1,1
7434,P24643,03441976,6940082,1253.93,1,237866,4623257,1,,1,2,1,76,0.12631955392806235,1253.93,1253.93,1418.0928571428572,9926.65,1.0,7.0,1,2
7435,A46497$,09374221,7090882,247.36,1,244218,5124622,3,08827283,1,50,1,31,0.0035699369055216543,247.36,247.36,3299.511428571429,69289.74,1.0,21.0,1,4
7436,K64743,08478060,7090874,39.53,1,244218,5098909,1,,1,86,1,76,0.0015747598620680862,39.53,39.53,2510.224,25102.24,1.0,10.0,1,1
7437,841062,10121799,7106586,384.06,1,262686,5238441,1,10079020,1,121,3,260,0.2658205361020094,404.01,404.01,217.12285714285713,1519.86,1.0,7.0,1,2
7438,841062,11619694,7106586,19.95,1,262686,5238442,1,10079061,1,121,3,260,0.2658205361020094,404.01,404.01,217.12285714285713,1519.86,1.0,7.0,1,2
7439,K52976,08550942,7052071,1209.28,0,243102,4813726,1,05442995,1,233,1,397,0.5504383369595892,1209.28,1209.28,732.3133333333334,2196.94,1.0,3.0,1,1
7440,P42190R,06026491,7005740,1207.73,1,243102,4884596,1,,1,2,1,110,0.12573874457599496,3394.12,1697.06,1499.635,26993.43,2.0,18.0,1,2
7441,P42190R,06026437,7005740,1203.65,1,243102,4884594,1,,1,2,1,110,0.12573874457599496,3394.12,1697.06,1499.635,26993.43,2.0,18.0,1,2
7442,A52786,10658931,7100420,856.8,1,243102,5292366,4,10658723,1,2,1,110,0.12573874457599496,3394.12,1697.06,1499.635,26993.43,2.0,18.0,1,5
7443,A52786,10747176,7100420,125.94,1,243102,5292362,1,10664852,1,2,1,110,0.12573874457599496,3394.12,1697.06,1499.635,26993.43,2.0,18.0,1,5
7444,L115454-1,99560795,6970029,755.84,1,376321,4170237,1,,7,32,1,329,15.648861283643894,755.84,755.84,24.15,48.3,1.0,2.0,1,1
7445,P93696,98672771,6883886,1125.35,1,243102,4162492,1,,7,60,1,168,2.2957580785551084,3376.05,1688.025,245.09333333333333,1470.56,2.0,6.0,1,1
7446,P25719,03657639,6975881,2818.8,0,226933,4619277,1,03558224,7,116,1,456,2.055627670901215,2818.8,2818.8,1371.26,1371.26,1.0,1.0,1,1
7447,P74813,10836469,7102468,260.1,1,300711,4969617A,1,10779610,7,19,1,523,0.2712737664396492,260.1,260.1,319.6033333333333,958.81,1.0,3.0,1,1
7448,K62767,08351753,7048526,27.82,1,300711,5052511,1,08077478,1,2,1,46,0.004408853840631503,27.82,27.82,901.4328571428571,6310.03,1.0,7.0,1,1
7449,L139428,09825172,7084087,1572.36,1,249456,4895975,1,06947242,4,283,1,226,0.5905688369734643,1572.36,1572.36,665.6125,2662.45,1.0,4.0,1,1
7450,690754$,05303915,6985067,123.1,1,300711,4796647,4,,10,248,1,81,1.7787243444957281,6520.59,3260.295,458.235,3665.88,2.0,8.0,2,7
7451,690754$,05303883,6985067,1560.86,1,300711,4796647,4,,10,248,1,81,1.7787243444957281,6520.59,3260.295,458.235,3665.88,2.0,8.0,2,7
7452,690754$,05303915,6985067,1508.22,1,300711,4796647,4,,10,248,1,81,1.7787243444957281,6520.59,3260.295,458.235,3665.88,2.0,8.0,2,7
7453,690754$,05303883,6985067,259.33,1,300711,4796647,4,,10,248,1,81,1.7787243444957281,6520.59,3260.295,458.235,3665.88,2.0,8.0,2,7
7454,A53126,11131593,7123296,20.71,1,300711,5290101,1,,1,19,1,330,0.011950788832850532,20.71,20.71,577.6466666666666,1732.94,1.0,3.0,1,1
7455,L139192,06979183,7015103,840.42,1,249456,4917028,1,06945390,4,63,1,309,2.5710192635942453,1687.0,843.5,218.72,656.16,2.0,3.0,1,1
7456,812419,09375220,7068252,214.16,1,331938,5147245,1,09007818,1,50,1,96,0.31187743927302386,214.16,214.16,171.67,686.68,1.0,4.0,1,4
7457,P50691,07648367,7058541,1001.17,1,241491,4925690,5,07362808,4,107,1,246,0.951130847583272,1334.37,1334.37,350.7325,1402.93,1.0,4.0,2,5
7458,P50691,07648367,7058541,333.2,1,241491,4925690,5,07362808,4,107,1,246,0.951130847583272,1334.37,1334.37,350.7325,1402.93,1.0,4.0,2,5
7459,P43365,06319882,7011198,183.31,1,265090,4902023,2,,7,63,1,402,0.07970288076475908,616.98,205.66,516.0666666666667,7741.0,3.0,15.0,1,3
7460,P44803,06577738,7011875,250.36,1,265090,4877590,1,06449555,7,63,1,402,0.07970288076475908,616.98,205.66,516.0666666666667,7741.0,3.0,15.0,1,1
7461,P47314,07005777,7018028,183.31,1,265090,4932294,1,06867253,7,63,1,402,0.07970288076475908,616.98,205.66,516.0666666666667,7741.0,3.0,15.0,1,1
7462,652836,04475241,6963009,1265.6,1,85059,4698394,1,04184214,1,170,1,725,0.9990022128344398,2483.02,2483.02,828.5,2485.5,1.0,3.0,1,2
7463,652836,04184082,6963009,1217.42,0,85059,4697258,1,,1,170,1,725,0.9990022128344398,2483.02,2483.02,828.5,2485.5,1.0,3.0,1,2
7464,P70562,10409538,7093703,889.2,0,322401,5165718,3,10225715,7,10,1,131,0.1958780146093454,889.2,889.2,907.912,4539.56,1.0,5.0,1,3
7465,K58215$,07032896,7089338,48.66,1,235818,4963632,1,,1,20,1,193,0.0072366764790058324,197.48,98.74,2480.7972727272727,27288.77,2.0,11.0,1,1
7466,K56847$,06567760,7018399,148.82,1,235818,4882009,1,06345482,1,20,1,193,0.0072366764790058324,197.48,98.74,2480.7972727272727,27288.77,2.0,11.0,1,1
7467,A32223$,05634015,7018082,533.29,0,272181,4646602,1,03650878,1,183,1,108,0.09101878780431191,533.29,533.29,450.70153846153846,5859.12,1.0,13.0,1,1
7468,869285,11704185,7123906,1182.96,1,388554,5322103,1,10924877,1,59,1,66,19.80799683293745,3502.45,1167.4833333333333,29.47,176.82,3.0,6.0,1,6
7469,773409,09927712,7120527,887.84,1,388554,5016765,2,08748985,1,59,1,66,19.80799683293745,3502.45,1167.4833333333333,29.47,176.82,3.0,6.0,2,7
7470,773409,09927712,7120527,296.36,0,388554,5016765,2,08748985,1,59,1,66,19.80799683293745,3502.45,1167.4833333333333,29.47,176.82,3.0,6.0,2,7
7471,869285,11065194,7118178,1135.29,1,388554,5322102,1,10924719,1,59,1,66,19.80799683293745,3502.45,1167.4833333333333,29.47,176.82,3.0,6.0,1,6
7472,K48311$,11982037,7130822,724.07,1,235818,4509770,1,04184156,1,129,1,443,1.2395487383161572,724.07,724.07,146.035,584.14,1.0,4.0,1,1
7473,L124831,04154283,6949862,532.0,1,272181,4515020,2,02821475,1,128,1,41,0.6395383783133979,532.0,532.0,415.925,831.85,1.0,2.0,1,2
7474,L133886,06874672,7018669,968.52,1,235818,4826945,1,06164991,4,147,1,204,1.1528490316744235,968.52,968.52,280.0366666666667,840.11,1.0,3.0,1,1
7475,A31531$,03822954,6959598,1039.7,1,270682,4614281,2,03404223,1,50,1,31,0.20091781037604642,10412.67,2603.1675,2159.3966666666665,51825.52,4.0,24.0,1,3
7476,A31531$,03404223,6959598,1034.0,1,270682,4614281,2,,1,50,1,31,0.20091781037604642,10412.67,2603.1675,2159.3966666666665,51825.52,4.0,24.0,1,3
7477,A31531$,03823043,6959598,1121.78,1,270682,4613164,1,03404151,1,50,1,31,0.20091781037604642,10412.67,2603.1675,2159.3966666666665,51825.52,4.0,24.0,1,3
7478,A33289$,04619667,6967028,1021.46,1,270682,4677582,4,03988658,1,50,1,31,0.20091781037604642,10412.67,2603.1675,2159.3966666666665,51825.52,4.0,24.0,1,8
7479,A33289$,03988700,6967028,936.89,1,270682,4677582,4,,1,50,1,31,0.20091781037604642,10412.67,2603.1675,2159.3966666666665,51825.52,4.0,24.0,1,8
7480,A33289$,03988658,6967028,1019.74,1,270682,4677582,4,,1,50,1,31,0.20091781037604642,10412.67,2603.1675,2159.3966666666665,51825.52,4.0,24.0,1,8
7481,A40966$,07125962,7052371,500.0,1,270682,4977204,2,,1,50,1,31,0.20091781037604642,10412.67,2603.1675,2159.3966666666665,51825.52,4.0,24.0,1,4
7482,A40966$,07795120,7052371,500.0,1,270682,4977204,2,07125847,1,50,1,31,0.20091781037604642,10412.67,2603.1675,2159.3966666666665,51825.52,4.0,24.0,1,4
7483,A43980$,07945549,7053000,1051.38,1,270682,5019712,3,,1,50,1,31,0.20091781037604642,10412.67,2603.1675,2159.3966666666665,51825.52,4.0,24.0,1,3
7484,A43980$,07945579,7053000,1111.54,1,270682,5019712,3,,1,50,1,31,0.20091781037604642,10412.67,2603.1675,2159.3966666666665,51825.52,4.0,24.0,1,3
7485,A43980$,08462305,7053000,1076.18,1,270682,5019712,3,07945579,1,50,1,31,0.20091781037604642,10412.67,2603.1675,2159.3966666666665,51825.52,4.0,24.0,1,3
7486,P48543,07092199,7052479,928.6,1,270682,4962741,2,,7,6,1,62,1.1111111111111112,928.6,928.6,278.58,835.74,1.0,3.0,1,2
7487,A87605,89327430,7015005,1375.92,0,265900,3055601,1,89012662,1,130,1,295,0.11801324810039943,1375.92,1375.92,1165.903,11659.03,1.0,10.0,1,1
7488,P63223,09546407,7079288,609.12,1,315051,5151088,1,09149816,7,28,1,368,1.3898599005156758,609.12,609.12,146.08666666666667,438.26,1.0,3.0,1,2
7489,754410,07718771,7034412,527.4,1,315051,5027570,1,07708900,1,8,1,572,0.15098336720964187,527.4,527.4,1164.3666666666666,3493.1,1.0,3.0,1,1
7490,P66251,09644004,7091671,962.9,1,244831,5160888,2,09585347,6,18,1,407,0.28937553906674957,962.9,962.9,1109.17,3327.51,1.0,3.0,1,2
7491,P60792,09371301,7082893,2000.0,1,244831,5048903,1,08855108,6,89,1,139,0.3472939721921716,2000.0,2000.0,822.6871428571429,5758.81,1.0,7.0,1,1
7492,C9316,10498148,7119443,1696.5,1,244831,K371130,1,,5,470,1,601,1.1000371885459277,3549.6,1774.8,537.8000000000001,3226.8,2.0,6.0,1,1
7493,C9485,11682191,7124571,1853.1,1,244831,K371680,1,10923344,5,470,1,601,1.1000371885459277,3549.6,1774.8,537.8000000000001,3226.8,2.0,6.0,1,1
7494,P80993,12340579,7152184,720.93,1,244831,5339936,1,11550854,7,64,1,137,0.6138865945145057,720.93,720.93,293.5925,1174.37,1.0,4.0,1,1
7495,839858,11179709,7114936,500.0,1,70613,5269908,1,10517026,1,50,1,416,14.814814814814815,500.0,500.0,16.875,33.75,1.0,2.0,1,1
7496,P34309,04831493,7129082,230.39,1,244831,4560983,2,,7,110,1,243,0.14955631000525807,230.39,230.39,385.1225,1540.49,1.0,4.0,1,2
7497,K78261,11162812,7126903,14.39,1,408759,5352170,1,,1,238,1,71,0.00867955027986875,14.39,14.39,552.64,1657.92,1.0,3.0,1,1
7498,K53085,06778246,7041330,287.55,1,408759,4803798,1,06777512,1,252,1,46,0.1314430162183906,287.55,287.55,546.91,2187.64,1.0,4.0,1,1
7499,766765A,07552472,7088117,592.2,1,408759,5015744,1,,1,37,3,89,0.9229647223860612,1157.97,578.985,250.92399999999998,1254.62,2.0,5.0,1,1
7500,847329,10315304,7091014,565.77,1,408759,5266401,1,,1,37,3,89,0.9229647223860612,1157.97,578.985,250.92399999999998,1254.62,2.0,5.0,1,1
7501,868584,11089316,7123034,1908.55,1,97297,5305150,1,,1,92,1,81,2.200590344636742,1908.55,1908.55,289.09666666666664,867.29,1.0,3.0,1,5
7502,L133019,06431937,7077129,670.66,1,261111,4797818A,1,05620800,1,24,1,152,0.5152660612486363,670.66,670.66,433.85999999999996,1301.58,1.0,3.0,1,1
7503,L125115,03233720,7073632,1946.15,0,312551,4482365,1,02881230,7,103,1,439,0.24744500303878716,1946.15,1946.15,1572.9959999999999,7864.98,1.0,5.0,1,1
7504,K48734,05087907,6980756,1420.85,1,279423,4649095,1,04273139,7,63,1,164,21.930081802747335,1420.85,1420.85,32.395,64.79,1.0,2.0,1,1
7505,767593,07297301,7041259,29.7,1,261111,4993373,1,,10,223,1,109,0.00824580838073979,29.7,29.7,720.366,3601.83,1.0,5.0,1,1
7506,843300,10444047,7094725,115.53,1,231816,5278052,1,,1,86,1,148,0.057747675697290814,115.53,115.53,666.8666666666667,2000.6,1.0,3.0,1,1
7507,782204,09299287,7064257,149.18,1,261111,5044945,1,08012697,1,50,3,79,0.9107448107448107,149.18,149.18,54.6,163.8,1.0,3.0,1,2
7508,K70181,09727110,7120450,8.57,1,261111,5200624,1,09687999,1,10,1,83,0.022592651154870646,37.15,37.15,274.0566666666667,1644.34,1.0,6.0,1,2
7509,K70181,10151722,7120450,28.58,1,261111,5206062,1,09688471,1,10,1,83,0.022592651154870646,37.15,37.15,274.0566666666667,1644.34,1.0,6.0,1,2
7510,721306,06364428,7001367,778.04,1,235913,4901393,1,,1,323,1,79,0.3330009201994479,778.04,778.04,389.4083333333333,2336.45,1.0,6.0,1,1
7511,P33076,05694160,6993974,1640.52,1,395270,4732080,1,04610766,7,39,1,153,1.1111171315172779,1640.52,1640.52,492.15333333333336,1476.46,1.0,3.0,1,1
7512,P30810,04381115,6950872,1617.74,1,261111,4669618,1,04325116,7,30,1,220,1.0678081332796483,1617.74,1617.74,505.00333333333333,1515.01,1.0,3.0,1,1
7513,P17647,04449971,7008831,241.56,0,261111,4447338,2,03879075,7,10,1,130,0.446965001063938,483.12,241.56,270.2225,1080.89,2.0,4.0,2,2
7514,P17647,04449971,7009781,241.56,1,261111,4447338,2,03879075,7,10,1,130,0.446965001063938,483.12,241.56,270.2225,1080.89,2.0,4.0,2,2
7515,053564 $,89671340,7055633,2146.55,0,261111,2962531,1,88123950,1,385,3,724,4.122114682951185,2146.55,2146.55,520.74,520.74,1.0,1.0,1,1
7516,C8768SM489,07582550,7044828,1173.79,1,381354,K365410,2,06586697,5,131,1,727,0.8213950819442695,2347.58,1173.79,952.68,2858.04,2.0,3.0,1,2
7517,C8768SM489,08643157,7054956,1173.79,0,381354,K365410,2,06586697,5,131,1,727,0.8213950819442695,2347.58,1173.79,952.68,2858.04,2.0,3.0,1,2
7518,683269AA,05312420,6980938,465.3,1,250829,4814528,1,,1,142,3,100,0.4299018792615999,465.3,465.3,360.78,1082.34,1.0,3.0,1,2
7519,P63894,09444648,7076198,460.8,1,268253,5149813,3,09242400,7,34,1,169,0.16039936701633034,884.88,442.44,919.4549999999999,5516.73,2.0,6.0,1,4
