,CLAIM_NUM,INVENTORY_STYLE_CD,INVENTORY_SIZE_CD,INVENTORY_BACKING_CD,INVENTORY_COLOR_CD,DIM_DIVISION_CUSTOMER_GK,F1ROLL,F1PROL,F1GROL,F1DLOT,CLAIM_STATUS_TYPE_CD,CLAIM,TOTAL_CLAIM,TOTAL_CLAIM_CNT,TRX_CNT,NET_SALES
3757,7040084,27660,1200,A,731,253461,07660113,07315577,4985863,K59435,50,1053.14,1053.14,1,4,2689.93
3758,7087367,26030,1200,A,878,267119,09146499,08579652,5104492,799941,50,208.36,208.36,1,7,2352.31
3759,7003662,27903,1200,A,718,253461,06116523,05916867,4861278,715999,50,275.33,713.07,2,4,1257.35
3760,7039512,27903,1200,A,718,253461,07385606,06579104,4921592,731858,51,437.74,713.07,2,4,1257.35
3761,7077251,27584,1200,H4,834,253461,09739064,,5208032,P67385,30,1775.88,1775.88,1,2,5433.98
3762,7010785,28251,1200,H4,978,253461,06660860,06099145,4882099,P42574R,50,1715.19,2740.23,1,6,6456.67
3763,7010785,28251,1200,H4,978,253461,06660849,06099145,4882099,P42574R,50,1025.04,2740.23,1,6,6456.67
3764,7064413,27506,1200,H4,731,253461,09109444,08794243,5084736,P60656R,30,2560.0,13777.84,2,3,8162.88
3765,7051832,27506,1200,H4,731,253461,07674578,07032823,4954381,L137752R,30,4537.64,13777.84,2,3,8162.88
3766,7064413,27506,1200,H4,731,253461,09116565,09109399,5084736,P60656R,30,942.61,13777.84,2,3,8162.88
3767,7064413,27506,1200,H4,731,253461,09116554,08794243,5084736,P60656R,30,1612.4,13777.84,2,3,8162.88
3768,7051832,27506,1200,H4,731,253461,07687616,07032801,4954377,L137752R,30,4125.19,13777.84,2,3,8162.88
3769,7069213,27486,1200,A,728,253484,09107337,08219845,4939166,K62982,30,312.8,312.8,1,2,572.14
3770,7146674,27748,1200,H4,686,253484,09746501,09071820,5059130,P62444,34,833.48,833.48,1,3,3386.34
3771,7003158,27660,1200,A,868,253461,06082860,06057317,4863871,K55417,50,1077.88,2263.54,1,3,2848.05
3772,7003158,27660,1200,A,868,253461,06082778,06025815,4863871,K55417,50,1185.66,2263.54,1,3,2848.05
3773,7098189,28040,1200,H4,975,253443,10253530,10216876,5242502,P70420,30,721.41,721.41,1,1,659.84
3774,6945037,27674,1200,A,848,253443,04133241,04024290,4668300,K47822,50,571.21,571.21,1,4,2102.85
3775,7098739,27903,1200,A,848,253464,10403266,09525753,5178111,826272,30,384.18,384.18,1,1,351.25
3776,6986093,28006,1200,A,711,253443,05711146,05648371,4835797,K54052,50,914.55,2441.54,2,9,5568.91
3777,7008502,28006,1200,A,711,253443,06278784,05562027,4828731,K53802,50,412.58,2441.54,2,9,5568.91
3778,6986093,28006,1200,A,711,253443,05711131,05648371,4835797,K54052,50,401.25,2441.54,2,9,5568.91
3779,7008502,28006,1200,A,711,253443,06278802,05562027,4828731,K53802,50,713.16,2441.54,2,9,5568.91
3780,7078318,27486,1200,A,868,253464,09749096,08865746,5117111,K66357,50,216.11,216.11,1,1,395.29
3781,6965941,27001,1200,A,575,267119,05009369,04979198,4749445,675126,51,661.5,882.0,1,4,3075.41
3782,6965941,27001,1200,A,575,267119,05009369,04979198,4749445,675126,30,220.5,882.0,1,4,3075.41
3783,6961215,67300,1200,V,58010,235254,04543360,6C174482,,40517651,30,253.05,426.18,1,1,426.18
3784,6961215,67300,1200,V,58010,235254,04543361,6C174482,,40517651,30,173.13,426.18,1,1,426.18
3785,7127741,27933,1200,A,725,233884,11214019,11082253,5302978,K77400,50,1653.07,1653.07,1,3,1451.74
3786,7061909,27751,1200,H4,148,233884,08127011,07286987,4833834,P50248,50,446.38,446.38,1,4,3434.27
3787,7090913,28039,1200,H4,855,233884,10049280,09883233,5125295B,P67116,51,669.29,669.29,1,3,584.77
3788,7125515,25725,1200,A,852,233884,05000609,04375235,4721931,650278,50,182.52,182.52,1,7,6779.42
3789,6979830,67300,1200,V,58024,233884,6A274138,6A274138,,40529920,50,332.97,332.97,1,2,629.37
3790,7140284,28224,1200,A,826,320625,10631811,10578477,5214699B,P72349,50,408.54,408.54,1,3,711.36
3791,7001970,27894,1200,H5,724,272295,06254453,06112581,4858457,L133939,50,1942.38,1942.38,1,3,1043.34
3792,7042101,27810,1200,H4,739,272295,08823498,08747527,4979974,P60521,50,98.65,1081.01,1,4,837.27
3793,7042101,27810,1200,H4,739,272295,08135215,07176361,4967230,P49379,50,982.36,1081.01,1,4,837.27
3794,7108049,27728,1200,A,989,272295,11120901,10936269,5247636,A53849,50,270.0,546.48,2,5,224.31
3795,7115033,27728,1200,A,989,272295,11347906,10936736,5247636,A53849,51,276.48,546.48,2,5,224.31
3796,7015716,28197,1200,A,713,334272,06830244,03453933,4627319,622926,30,1289.52,1956.24,1,7,5712.48
3797,7015716,28197,1200,A,713,334272,03453947,,4627320,622926,30,666.72,1956.24,1,7,5712.48
3798,7067670,27916,1200,H5,858,272295,06773833,06250263,4861010,P43197,50,1129.88,1129.88,1,5,1205.61
3799,6947100,27458,1200,H5,849,272295,04000734,03954981,4618173,P27410,50,78.84,1576.8,1,4,1545.17
3800,7013390,27909,1200,H5,878,319621,06473235,06366736,4829477,L136682,50,2327.83,3327.83,2,9,3816.04
3801,7053895,27909,1200,H5,878,319621,07729341,07720446,4942056,P53280,50,1000.0,3327.83,2,9,3816.04
3802,7050445,27651,1200,H5,721,319621,07727040,,5029567,P53294,50,1136.45,1136.45,1,6,8466.59
3803,7084372,27913,1200,H5,925,319621,08731565,08724571,5095775,P59715,36,3914.88,3914.88,1,2,3678.12
3804,7060653,27913,1200,H5,871,319621,04403099,04373250,4711393,L130396,30,880.86,1606.98,2,7,5366.14
3805,7060654,27913,1200,H5,871,319621,03575542,01251224,4397251,L122637,30,726.12,1606.98,2,7,5366.14
3806,7110233,59121,1200,A,848,319621,08829794,08814281,5123651,76982A,50,574.05,574.05,1,5,559.94
3807,7005446,27778,1200,H5,716,319621,06285620,05868269,4620374,P41041,50,1913.25,1913.25,1,3,5790.88
3808,7004426,27660,1200,A,858,334272,06409098,05226208,4786937,K52538,50,1248.04,1248.04,1,3,841.43
3809,6969844,27909,1200,H5,872,319621,03575502,01131486,4370441,L119720,30,981.54,981.54,1,1,969.39
3810,7067869,28145,1200,H5,799,232504,07169320,07041233,4964537,L137686,30,3762.0,3762.0,1,2,3736.21
3811,7090434,28257,1200,H5,708,232504,10200467,,5186259,P70318,50,2223.0,2223.0,1,2,1393.01
3812,7050926,27583,1200,H5,878,232504,06361819,,4847400,L134270,50,440.1,1626.99,2,7,2027.07
3813,7016117,27583,1200,H5,878,232504,07115672,06361819,4847400,L134270,50,1186.89,1626.99,2,7,2027.07
3814,7125526,26550,1500,A,863,232504,11508917,11410036,5378859,869240,34,637.4,637.4,1,2,1227.79
3815,7012854,27778,1200,H5,929,232504,06922020,05922210,4787296,P41097,50,821.1,821.1,1,3,771.69
3816,7060550,26557,1200,A,728,232504,08772058,07749095,,9999,50,117.43,117.43,1,3,99.35
3817,7120418,28145,1200,H5,753,232504,08993520,08944364,5120678,P61687,30,2913.84,5584.86,2,4,3144.45
3818,7034075,28145,1200,H5,753,232504,07501103,07453572,5002947,P51606,50,2671.02,5584.86,2,4,3144.45
3819,7019878,80484,1200,UU,586,104253,06486362,,4910099,723832,30,2798.0,2798.0,1,2,5009.08
3820,7141900,27736,1200,H5,721,232504,11764528,11569231,5358514,P80774,50,824.37,824.37,1,4,1680.54
3821,7037253,27688,1200,H4,731,333242,07679070,07648244,4873914,K60629,30,1881.0,1881.0,1,1,1881.0
3822,6988892,28206,1200,H5,539,232504,01823378,01642947,4423283,L123378,30,1357.07,1357.07,1,2,1752.93
3823,7001059,28015,1200,H4,725,333242,06186399,05981594,4847155,L136117,51,1540.84,1540.84,1,4,1386.76
3824,7124545,27770,1200,H4,979,333242,03599393,03581309,4520363,L126226,30,2483.49,5097.69,2,6,8103.33
3825,6978879,28076,1200,H4,751,333242,94246544,93508096,3578658,P58673,50,149.62,149.62,1,2,5.99
3826,6965205,27672,1200,H4,832,333242,04690608,04690037,4742876,L129778,50,3406.85,6933.94,2,5,3141.32
3827,7000392,27672,1200,H4,832,333242,06196644,04689936,4742876Z,L129777,51,3527.09,6933.94,2,5,3141.32
3828,6973152,27611,1200,A,585,333242,01652826,,4386099,A26917$,50,39.09,39.09,1,3,2043.12
3829,7124559,28040,1200,H4,949,333242,02033218,,4280947,P15393,30,502.74,1031.94,2,3,548.86
3830,7055674,25117,1200,A,843,231734,08512967,06219497,4881294,724036,50,249.55,249.55,1,4,729.66
3831,7094792,28202,1200,H4,838,242770,08991758,08478676,5103110,P59073,50,594.31,594.31,1,6,3500.45
3832,7108548,27001,1500,A,748,242770,11326581,10086712,5239535,852215,30,335.98,335.98,1,1,335.98
3833,6921551,27750,1200,H4,717,231734,99080491,98817116,4125353,L110660,50,209.35,414.62,1,3,321.76
3834,7010624,27570,1200,H4,955,235418,06698101,05133761,4684673A,P36406,50,544.32,544.32,1,3,424.62
3835,6983292,28179,1200,A,829,251936,05140796,,4789453,K51873,50,332.66,332.66,1,7,13484.06
3836,6962311,28159,1200,H4,856,251936,01536796,00464013,4320344,P3996R,30,610.0,1220.0,1,2,846.05
3837,6962311,28159,1200,H4,856,251936,01536796,00464013,4320344,P3996R,50,610.0,1220.0,1,2,846.05
3838,7050528,26557,1200,A,723,251936,04941179,04318110,4699356,643755,30,1803.72,1803.72,1,1,1838.22
3839,7061109,27633,1200,H4,859,273986,07614995,,4961339,K60394,50,693.86,2264.68,2,23,31408.74
3840,6978884,27633,1200,H4,859,273986,05479585,05477315,4831267,K53438,51,1570.82,2264.68,2,23,31408.74
3841,6973262,67327,1200,V,72000,273986,6A312236,6A312236,,40535140,50,376.68,3009.29,2,12,5151.55
3842,6969991,67327,1200,V,72000,273986,6A312237,6A312237,,40535140,51,1127.69,3009.29,2,12,5151.55
3843,6969991,67327,1200,V,72000,273986,6A312237,6A312237,,40535140,50,376.4,3009.29,2,12,5151.55
3844,6973262,67327,1200,V,72000,273986,6A312236,6A312236,,40535140,51,1128.52,3009.29,2,12,5151.55
3845,7137957,28169,1200,H4,869,273986,11040482,,5330597,K77593,50,256.44,256.44,1,7,10178.36
3846,6998786,27522,1200,A,839,276571,06054330,05790663,4822268,K54629,50,277.2,277.2,1,3,2123.68
3847,6981363,28045,1200,H4,717,236022,05240314,04875675,4760488,P34607,50,1160.39,1160.39,1,3,543.72
3848,7012636,27909,1200,H5,723,236022,06468901,06396387,4829478,L134335,50,1181.57,1181.57,1,4,1930.76
3849,7040124,27896,1200,H5,732,236022,07266543,06254944,4884726,P43611,50,1764.0,1764.0,1,5,2383.28
3850,6970543,26030,1200,A,731,236022,04966729,03707282,4654601,617789,50,205.28,205.28,1,3,817.06
3851,7110212,27475,1200,A,729,244699,10536147,,5290481,K74767$,50,605.88,867.51,3,35,31143.95
3852,7122826,27475,1200,A,729,244699,10536147,,5290481,K74767$,50,261.63,867.51,3,35,31143.95
3853,7139057,27909,1200,H5,717,236022,09984519,08944663,5103986,P61674,50,910.15,910.15,1,3,1685.54
3854,7048273,27583,1200,H5,858,241681,02641190,01596921,4421018,L120320,30,674.51,674.51,1,5,3139.03
3855,7028137,27469,1200,A,738,241681,06344042,05512620,4828875,K53485,50,176.39,721.85,2,14,26651.6
3856,7076267,27469,1200,A,738,241681,03514524,03097560,4576732,K44330,30,545.46,721.85,2,14,26651.6
3857,7094382,27777,1200,H5,721,241681,00753599,00404087,4223368,L118087R,50,701.45,701.45,2,16,13341.6
3858,7032589,27895,1200,H5,869,236022,06857471,06364955,4863317A,L134290,50,1500.0,4457.83,1,2,1225.63
3859,7032589,27895,1200,H5,869,236022,06857471,06364955,4863317A,L134290,30,2957.83,4457.83,1,2,1225.63
3860,7079230,27941,1200,H5,857,241681,01507253,00314488,4306994,L116738,50,1511.64,1511.64,1,3,782.5
3861,6948634,27651,1200,H5,721,241681,04167852,03956412,4654395,L128440R,50,883.43,1960.81,2,13,11783.14
3862,7135002,28145,1200,H5,755,241681,11738586,11496190,5377884,P80394,34,1798.2,1798.2,1,26,32179.05
3863,7104806,25220,1200,A,831,235947,10888119,10887710,5325098,875850,50,2341.96,2341.96,1,4,2535.39
3864,7117528,27574,1200,A,662,235947,11352492,04346493,4692477,A34166,50,193.23,193.23,1,3,460.56
3865,7024804,27344,1200,A,647,235947,07444680,07223944,4969192,K58970,30,560.54,560.54,1,2,1121.08
3866,7133416,27639,1200,H4,723,254423,10929156,09630134,5149375,A49258,50,667.08,667.08,1,3,1019.86
3867,7148158,28261,1200,H5,719,284229,09220724,08939111,5117567,P61406,50,453.97,453.97,1,7,27761.23
3868,7015504,27926,1200,H4,989,290792,06201137,02522950,4496781,K42623,50,713.91,1513.35,1,9,5303.2
3869,7015504,27926,1200,H4,989,290792,02523650,,4506788,K42623,50,799.44,1513.35,1,9,5303.2
3870,7142350,27736,1200,H5,721,262239,12081931,11569186,5358513,P80774,50,1262.26,1262.26,1,6,12215.65
3871,7033598,27997,1200,H5,728,262239,99366277,98813572,4108911,L110383,50,579.96,579.96,1,3,654.43
3872,6982201,28145,1200,H5,915,262239,04658230,04330142,4714461,L130349,50,1300.0,1300.0,1,3,6680.57
3873,7144980,28135,1200,H4,739,262239,12422385,11466892,5367477,P79570,50,561.67,561.67,1,6,5970.38
3874,7005579,28041,1200,H4,939,262239,06150945,06079343,4890732,PP42439R,50,1500.0,1500.0,1,3,187.26
3875,7105187,27631,1200,H4,738,262239,99088838,99074366,4175729,K31600,34,1032.41,2064.82,1,2,3378.83
3876,7105187,27631,1200,H4,738,262239,99088838,99074366,4175729,K31600,30,1032.41,2064.82,1,2,3378.83
3877,7048043,28143,1200,H5,702,262239,03937142,02906527,4554813,P20825,30,1022.76,1022.76,1,1,1050.26
3878,6966350,27975,1200,A,712,306857,03798039,03680907,4643557,K46583,50,395.13,726.33,2,11,4750.59
3879,7054981,27975,1200,A,712,306857,07502436,07312999,4983723,K59436,50,331.2,726.33,2,11,4750.59
3880,7123239,83031,1200,A,989,94313,09942551,,5232587,849755,34,727.45,2169.97,1,2,2199.84
3881,7123239,83031,1200,A,989,94313,09942852,,5232590,849755,34,1442.52,2169.97,1,2,2199.84
3882,7027922,27475,1200,A,722,306857,97989851,97961827,4088443,K27737$,30,368.14,368.14,1,20,8517.48
3883,7041979,28156,1200,H4,931,265845,97327318,,3987946,L107321,50,260.92,260.92,1,2,1042.26
3884,7044989,28028,1200,H4,969,297900,07706481,,5025375,P53550,50,141.94,141.94,1,10,5063.56
3885,7041320,27584,1200,H4,717,265845,07545094,,4999229,P52162,50,1267.45,1267.45,1,6,2443.12
3886,7000849,28229,1200,H5,928,265845,06030551,,4837690,K55449R,51,1428.03,1428.03,1,7,12853.72
3887,7128317,27909,1200,H5,723,265845,06396387,,4829478,L134335,34,2976.41,3706.56,1,2,4411.44
3888,7128317,27909,1200,H5,723,265845,07442721,06253066,4829472,L136542,34,730.15,3706.56,1,2,4411.44
3889,7127469,28028,1200,H4,878,297900,10706407,10466486,5280918,P72514,50,365.74,365.74,1,3,718.12
3890,7068931,27000,1200,A,968,297900,08653955,,5071184,801131,50,28.91,28.91,1,3,1569.29
3891,7056228,27778,1200,H5,847,265845,08475754,,5002982,P58522,50,196.64,426.54,2,4,4281.86
3892,7074576,27778,1200,H5,847,265845,08475754,,5002982,P58522,50,229.9,426.54,2,4,4281.86
3893,7016171,28223,1200,A,732,297900,06736298,06064771,4788002,K54884,50,13.41,620.53,1,18,7780.73
3894,7016171,28223,1200,A,732,297900,06229771,06141177,4802598A,K55949,50,607.12,620.53,1,18,7780.73
3895,7078152,28178,1200,H4,839,297900,09647609,09122175,5151833,K67489,50,926.5,926.5,1,5,2267.14
3896,7083359,63202,1200,V,565,77746,09822416,V2477791,,170406B,50,691.15,691.15,1,3,670.0
3897,7008521,27952,1200,A,727,297900,06436653,06368770,4849313,A38868,50,771.72,771.72,1,7,2461.99
3898,7056817,80294,1200,A,822,297900,92294866,,3470261,256114,50,878.86,878.86,1,2,1.37
3899,7081281,28134,1200,H4,868,396899,03687801,03654097,4646037,P26337,50,651.65,651.65,1,5,13522.43
3900,6962336,26030,1500,A,727,396899,99554167,,4214824,435700,30,488.1,488.1,1,3,1926.61
3901,7015551,27777,1200,H5,732,298717,06057093,05522139,4805343,L132937,50,2116.38,2116.38,1,5,4483.9
3902,7013182,27841,1200,H5,745,298717,05027536,04972832,4732054,C665535,50,4344.08,4344.08,1,2,0.01
3903,7119812,27956,1200,A,917,229733,11245472,11108030,5338218,K77842,50,1451.52,1451.52,1,9,11547.74
3904,6997666,80493,1200,A,859,380974,05753059,,4850677,713331,50,956.4,956.4,1,3,970.11
3905,7114780,27741,1200,H4,721,333061,11359737,11178943,5301662,P77874,50,253.59,253.59,1,4,2874.91
3906,6971836,28168,1200,H4,819,229733,05135706,,4776716,P36510,51,1118.69,1118.69,1,2,2237.38
3907,7069241,27895,1200,H5,555,250242,09500402,09438802,5173445A,P65366,30,1179.96,1179.96,1,6,3014.82
3908,7055157,28257,1200,H5,712,250242,08602736,07639897,4950696,P53090,50,316.35,316.35,1,9,22775.14
3909,7121900,28145,1200,H5,747,250242,11321348,11302384,5343962,P78643,50,840.42,840.42,1,17,16432.3
3910,7044095,27946,1200,H5,711,250242,08152283,07178533,4931028,P49365,50,1862.12,1862.12,1,5,3422.53
3911,7095421,28144,1200,H5,712,250242,09475659,09011008,5126851Z,P62019,50,800.0,800.0,1,4,2750.08
3912,7123166,28206,1200,H5,712,250242,11274236,11077305,5232548,P76980,50,2137.59,2137.59,1,16,18375.5
3913,7040952,28145,1200,H5,739,250242,08100702,07515548,4993684,P517899,50,1248.75,1248.75,1,7,4371.5
3914,7005909,28144,1200,H5,729,250242,06075361,03465544,4458341A,L126020R,50,1279.01,1279.01,1,6,4686.02
3915,6972165,27778,1200,H5,848,250242,05670554,05645237,4787292,P39479,50,361.59,1612.34,1,4,1248.02
3916,6972165,27778,1200,H5,848,250242,05023551,04973268,4623165,P34361,50,1250.75,1612.34,1,4,1248.02
3917,6963143,27778,1200,H5,929,250242,04660220,03171201,4462986,P17750,50,1076.16,1076.16,1,3,978.82
3918,6945913,27841,1200,H5,737,250242,04116274,02425252,4482433,B998141,30,669.72,2668.36,1,1,2646.62
3919,6945913,27841,1200,H5,737,250242,04116264,03380531,4497186,B998708,30,1998.64,2668.36,1,1,2646.62
3920,7103555,27896,1200,H5,700,250242,09491502,08736741,5058975,P60519,50,477.86,477.86,1,10,8190.29
3921,6967784,27909,1200,H5,959,250242,04689891,04265829,4667089,L129119,50,868.0,868.0,1,5,1809.28
3922,6967893,28131,1200,H5,825,250242,04864857,04220035,4692116,P30264R,50,962.1,962.1,1,3,1015.63
3923,6979165,27936,1200,H4,935,250242,05200580,05174113,4753284,PP36272,50,3268.35,3268.35,1,4,3381.07
3924,7136024,28206,1200,H5,968,241551,10390152,,5245758,P70681R,50,5216.59,5216.59,1,9,27837.32
3925,7036042,28028,1200,H4,879,241551,02273917,,4484709,P16836R,50,666.16,7199.4,3,17,49808.13
3926,7068842,28028,1200,H4,939,241551,09036299,09006620,5113667,P62098,50,204.33,204.33,1,9,19742.1
3927,7137371,28063,1200,H5,959,241551,10779078,10665183,5275725,P74045,50,2349.24,7812.37,2,5,2533.27
3928,7076742,28063,1200,H5,959,241551,08952829,07935149,5041838,P5508411,50,2520.54,7812.37,2,5,2533.27
3929,7137371,28063,1200,H5,959,241551,10665167,,5275725,P74045,50,2942.59,7812.37,2,5,2533.27
3930,7065696,27584,1200,H5,969,241551,08521638,08474938,5075452,P58873,50,2465.1,2465.1,1,5,2152.26
3931,7025299,28033,1200,H5,728,241551,06244228,05923639,4771918,P41362,50,578.66,578.66,1,3,2572.8
3932,6965828,28028,1200,H4,868,241551,04232167,,4689772,P30247,50,250.34,250.34,1,13,20275.36
3933,7067225,28206,1200,H5,787,241551,07762492,07725441,5022538,P53303,50,1531.13,1531.13,1,7,8230.53
3934,7009601,28145,1200,H5,945,241551,06117389,06034215,4865039,L136144,50,1876.39,1876.39,1,3,1703.12
3935,7137365,28274,1200,H5,730,241551,11179374,11176320,5345901A,P77707,50,553.3,553.3,1,5,611.03
3936,7137359,28063,1200,H5,988,241551,11603136,10733191,5275732,P74610,48,1012.74,1012.74,1,3,533.88
3937,7080530,28080,1200,A,711,273248,06341367,05883880,4875269,690150,50,599.02,599.02,1,3,539.12
3938,7018210,27000,1500,A,365,273248,04516098,,4737332,654370,50,101.11,101.11,1,4,1277.93
3939,7064704,26557,1200,A,723,273248,08295453,,5085836,779716,51,815.98,815.98,1,4,2783.61
3940,7101157,27903,1200,A,843,273248,10247171,09802993,5194921,836403,50,453.43,453.43,1,4,466.45
3941,6984570,27046,1200,A,731,273248,04978545,,4786194,661214$,50,250.0,362.32,2,5,657.86
3942,7037590,27046,1200,A,731,273248,07844663,06746909,4944309,749736,50,112.32,362.32,2,5,657.86
3943,7024019,27000,1200,A,554,294147,07505099,07066160,4952073,736584$,50,249.58,249.58,1,3,224.62
3944,7034200,28036,1200,A,949,324109,05553096,,4833278,K53758,50,511.8,1991.09,2,22,113692.14
3945,7117272,27866,1200,H4,737,294147,10341056,M0235894,5147844,K68477,50,2071.05,2071.05,1,3,2071.05
3946,6999952,27645,1200,A,848,308378,03559212,01425309,4424527,A26299,30,377.8,377.8,1,2,391.33
3947,6994111,27475,1200,A,862,279488,04378294,,,K48352$,50,729.57,1459.14,1,40,32183.04
3948,6994111,27475,1200,A,862,279488,04378294,,,K48352$,30,729.57,1459.14,1,40,32183.04
3949,7089152,25110,1500,A,852,235497,10203258,09141248,5145692,820828AA,50,247.46,247.46,1,8,3454.92
3950,7012613,25110,1500,A,732,235497,06545147,,4913398,722844AA,51,2071.53,3179.75,3,15,7609.96
3951,7058610,27877,1200,A,858,235497,04671396,,4737833A,L129761,50,956.52,956.52,1,3,703.99
3952,7120090,28074,1200,A,819,313349,10456382,10376435,5256268,A51248,50,957.0,2201.63,2,12,42601.67
3953,7052360,28074,1200,A,819,313349,02275897,,4504031,A28595,30,1244.63,2201.63,2,12,42601.67
3954,7011431,64010,1200,V,545,313349,V2463314,V2463314,,170317B,51,369.51,369.51,1,22,29913.49
3955,7122209,28074,1200,A,859,313349,10546011,10313440,5265849,A51540,50,1428.35,1643.36,2,7,16028.17
3956,7122204,28074,1200,A,859,313349,10545994,10313440,5265849,A51540,50,215.01,1643.36,2,7,16028.17
3957,7056993,28045,1200,H4,718,230777,02466779,02383496,4510061,P17397,30,928.71,928.71,1,1,928.71
3958,7009173,67352,1200,V,AU502,283003,6A302054,6A302054,,40533830,51,629.84,2652.69,7,230,208940.03
3959,7107306,67352,1200,V,AU502,283003,7A192017,7A192017,,40557320,50,855.61,2652.69,7,230,208940.03
3960,7009194,67352,1200,V,AU502,283003,6A302062,6A302062,,40533830,50,39.92,2652.69,7,230,208940.03
3961,7006011,27475,1200,A,749,283003,99781416,99550096,4253106,K33439$,30,704.14,1787.54,3,94,61634.75
3962,7006100,67352,1200,V,AU501,283003,6A210048,6A210048,,40520590,50,39.92,2187.77,6,104,90741.67
3963,6999407,67352,1200,V,AU501,283003,4C321378,4C321378,,31486807,50,463.08,2187.77,6,104,90741.67
3964,6985346,28129,1200,A,859,283003,04978232,,4781722,A35899,51,696.54,927.33,2,16,24495.69
3965,6985347,28129,1200,A,859,283003,04600309,,4737912,A34869,50,230.79,927.33,2,16,24495.69
3966,7052412,28278,1200,H4,765,283003,08458239,07709710,4816935,C775512,30,1208.83,1208.83,1,4,1862.87
3967,6974036,27000,1500,A,979,283003,04115937,04099206,4687207,610406,50,23.26,23.26,1,7,5913.56
3968,7020773,58184,1200,A,M000,283003,98657625,,4052689,M18807,50,202.17,808.65,2,3,1925.82
3969,7020778,58184,1200,A,M000,283003,98657625,,4052689,M18807,50,303.24,808.65,2,3,1925.82
3970,7020778,58184,1200,A,M000,283003,98657625,,4052689,M18807,30,303.24,808.65,2,3,1925.82
3971,7063526,28168,1200,H4,786,283003,04880676,,4758360,P34761,30,1362.43,1362.43,1,5,11636.96
3972,7000482,27937,1500,A,662,283003,00086761,99929525,4291221,513634$,30,161.98,407.87,3,2,7850.84
3973,6998173,27937,1500,A,662,283003,94565487,,3746665,339311$F,50,186.68,407.87,3,2,7850.84
3974,7000493,27937,1500,A,662,283003,99605590,99479719,4248718,489319$,30,59.21,407.87,3,2,7850.84
3975,6984201,28168,1200,H4,819,283003,04880698,,4763839,P34815,30,1116.69,7013.06,2,6,8573.16
3976,6984201,28168,1200,H4,819,283003,04880700,,4763839,P34815,30,1194.92,7013.06,2,6,8573.16
3977,6984132,28168,1200,H4,819,283003,04880698,,4763839,P34815,51,1116.69,7013.06,2,6,8573.16
3978,6984132,28168,1200,H4,819,283003,04880705,,4763220,P34815,51,1194.92,7013.06,2,6,8573.16
3979,6984201,28168,1200,H4,819,283003,04880705,,4763220,P34815,30,1194.92,7013.06,2,6,8573.16
3980,6984132,28168,1200,H4,819,283003,04880700,,4763839,P34815,51,1194.92,7013.06,2,6,8573.16
3981,6970149,67350,1200,V,AC502,283003,6A210085,6A210085,,40520610,30,313.29,1184.72,3,13,7005.88
3982,6970149,67350,1200,V,AC502,283003,6A242207,6A242207,,40524610,30,554.82,1184.72,3,13,7005.88
3983,6970149,67350,1200,V,AC502,283003,6A210125,6A210125,,40520630,30,287.04,1184.72,3,13,7005.88
3984,7132804,28221,1200,A,948,283003,02690790,,4434745,K42971,36,153.89,153.89,1,1,1218.46
3985,7008396,28178,1200,H4,978,377810,00201264,,4309621,P3323,50,1001.88,4517.74,1,3,5410.38
3986,7008396,28178,1200,H4,978,377810,00201251,,4309621,P3323,50,1042.09,4517.74,1,3,5410.38
3987,7008396,28178,1200,H4,978,377810,00201126,,4309620,P3323,50,834.9,4517.74,1,3,5410.38
3988,7008396,28178,1200,H4,978,377810,00201103,,4309620,P3323,50,834.9,4517.74,1,3,5410.38
3989,7008396,28178,1200,H4,978,377810,00527739,00201506,4309622,P3323,50,803.97,4517.74,1,3,5410.38
3990,7038745,26558,1500,A,718,283003,07768032,04299666,4700332,644762,50,452.28,452.28,1,4,1427.46
3991,6967210,28040,1200,H4,949,377810,04348210,,4703572,P31080,50,365.05,1095.15,1,2,3260.3
3992,6967210,28040,1200,H4,949,377810,04384604,04348210,4703572,P31080,50,365.05,1095.15,1,2,3260.3
3993,6967210,28040,1200,H4,949,377810,04384586,04348210,4703572,P31080,50,365.05,1095.15,1,2,3260.3
3994,6997211,28051,1200,H4,555,274594,05646146,05364456,4770507,P37813,50,664.33,664.33,1,4,2697.66
3995,7133322,27620,1200,A,671,274594,05008519,04973997,4750756,A35984$,30,383.98,383.98,1,2,759.56
3996,7039236,27620,1200,A,833,265975,06692426,,4938970,A39871$,50,179.98,378.34,2,51,104138.0
3997,7090318,27742,1200,A,968,321137,08052158,,5062241,$747059,50,90.1,90.1,1,4,4409.69
3998,7105430,27908,1200,H4,858,321137,00259789,,4323679,P3587,50,1255.5,1255.5,1,5,7274.36
3999,7080311,80491,1200,A,862,75957,09685369,05004521,4766085,677760,50,278.5,278.5,1,7,7948.19
4000,6996397,59116,1200,A,872,255568,04977505,,4783843,684587,30,2069.1,4138.2,1,2,3921.48
4001,6996397,59116,1200,A,872,255568,04977514,,4783843,684587,30,2069.1,4138.2,1,2,3921.48
4002,7053805,27611,1200,A,884,255568,89901950,89665877,3142747,A90094,30,703.3,703.3,1,1,126.11
4003,7140873,28133,1200,H4,888,279519,12355600,11628167,5276249,P75134,50,1127.93,1127.93,1,3,985.39
4004,7130856,27651,1200,H5,724,241634,11151105,10389863,5247522,P71818,50,989.44,989.44,1,4,1752.58
