,PC1,PC2,PC3,PC4,PC5,Claims,Pred,Score,Index
18036,-0.4918139381235383,-0.14566971734547535,-0.363118251101411,0.295719670169786,0.5193495261137592,1,0,0.7188110009490929,val
25300,-1.3873207515383918,-0.04354981472708382,-0.21264333880520006,0.2058771087604438,0.23940099623092048,1,0,0.7157580314590897,val
28048,-0.38951598965014406,-0.2870641496673534,-0.1986771670333054,-0.21723084355076072,0.13556981450724725,0,0,0.7178698556213338,val
8186,3.0251089032010294,-1.22674636151111,-0.7036251815503056,-0.2030061434644437,0.4519579816066184,1,1,0.7110178069518607,val
10409,-0.44883140447917236,0.02702817030085065,-0.19752026130103637,-0.0973304651092741,0.39924927304169355,1,0,0.7127228947261574,val
3347,-1.2284791315985062,0.24274147233099164,-0.060192055908858594,0.4069009545595355,-0.3676233941032302,0,1,0.7005336250668343,val
24125,-1.269459209654176,0.2627948298497441,-0.22584290978940597,-0.07181903313008164,-0.23857800085158898,0,1,0.7068821168088586,val
23287,-0.19194622176601006,0.8214600036786952,-0.15302766848528468,-0.7533235378941842,0.1547216218958931,1,1,0.7092272904041409,val
5548,-1.5743184476009457,0.2980335845811229,-0.1625491238043861,0.0870231451532597,-0.016323160769560068,1,1,0.7028150185810587,val
2306,2.7263703410669637,-0.511740378176949,1.040174315729915,3.535887292910461,-1.2582916310414405,0,1,0.7055814673626275,val
25549,-0.6367603427871557,0.37209483050057696,-0.4506606925098073,0.41668101174606104,-0.04472936942407808,1,0,0.7134742718815665,val
32416,-0.3232944984040139,0.6030937950319477,-0.09337079527252408,-0.24387918791894364,-0.04585415506883372,1,1,0.7018093730791081,val
13689,-0.1820926962311652,-0.4065047985621673,-0.11282747293991063,0.335977205902825,0.06927693514417084,0,1,0.7079743336177451,val
14779,-0.826782253734008,-1.2318888797818224,-0.020313884163867754,0.5098762743121914,-0.016114570914461588,1,1,0.7083484678303932,val
20023,-0.7840607774954876,0.3579876404862347,0.16269577393627743,-0.1475793217362654,0.5685048361645574,1,1,0.7011928516037202,val
27803,-1.2883522779554153,-0.4566390837805499,0.3049785165516186,0.26131847044622125,0.14543188670167215,0,1,0.7076223478090254,val
15387,-0.36085056130626847,1.306051103621085,0.21085395172269938,-1.0307348172314874,-0.797574556507955,1,0,0.7151067454992542,val
24599,1.409848203689343,-1.0786660898124052,-0.12226945073126472,0.7192901227688685,0.11863071282142813,0,0,0.7152664757121638,val
12864,-0.8799926052493348,0.17596001097349437,-0.16521529977253507,-0.264246064851638,0.38462934689906775,1,0,0.7130891707436146,val
1349,-0.9660049834806829,1.7450852751914467,1.403520510668559,-0.9125236782494259,-0.3273153066866296,0,0,0.7291994899727302,val
12526,-0.8699839008622314,-0.4748165154374241,0.14685410621585165,-0.08546628615818293,0.10463813576264122,1,1,0.7103987184388347,val
20941,-1.261334657297972,1.5983960858132,0.3248328455594072,-0.12349111518583704,-0.029370835355810154,1,1,0.6955385782187494,val
13499,-0.8048786611606975,0.08150836587803414,-0.20118674117446747,-0.5122865048519595,-0.08392131978408164,0,0,0.7181374877446182,val
25785,1.5901943956774816,-0.5492746124487163,-0.6444133270963899,0.007574560902720804,0.7334959853669781,1,0,0.716725665815463,val
31079,1.7742599709630988,-0.08610146464161283,0.06910481828577354,-0.0007895638421159738,2.1449209865934793,1,1,0.7005541999232071,val
5519,-0.9050353020329545,-0.03755698961201873,-0.046484935776663794,0.41131014627445606,0.7474953817223502,1,1,0.7091854601418288,val
1911,-0.8292105056417183,-0.5429601218025037,1.7222630505381649,0.5006646233177748,-0.3560275284620843,1,1,0.6983142446247069,val
28040,-0.41599157958937105,0.1594276188553987,-0.39938314579980977,-0.11272985378250827,0.043461406664583924,1,0,0.7162051229429738,val
29820,-0.5981187414881632,-0.28859569743626473,-0.35220044570563697,-0.17848517305316453,0.4040307834764125,1,0,0.7246894264129754,val
31721,3.663759094393758,1.879786400321886,-0.6972093278663024,-1.1595922699705843,-1.7990558894736743,0,1,0.7086760873386134,val
12991,-1.193996876895141,0.15588673048875443,-0.1853011506669414,-0.2977155376397537,-0.21437740539573982,1,0,0.711897262569424,val
26786,-0.4774852716561136,-0.04650412402164357,-0.2568341335975071,-0.3608128784724391,-0.19433673402816998,1,0,0.717943798782389,val
15645,-0.7769174086770799,0.14512419780194266,-0.14464189866665478,-0.2149142370160799,0.24125075486469588,1,1,0.7112942767017065,val
8550,1.4394154219765656,0.19658181998218205,-0.8359483052828497,0.5010179964528688,0.13235841871111825,0,1,0.7048416816892684,val
32685,-0.6584530972361455,0.0614257307433576,-0.19636000174220106,0.0599569751932941,0.13450035600096721,1,1,0.7108196348214484,val
4247,-1.0305043689743028,-3.541199766661249,5.539174454282861,3.873578124292548,-3.768224172563615,0,1,0.699260034987436,val
13503,1.4066258801247042,-0.13642763239649022,-0.6184102581403493,1.034946552945836,2.0551283160965106,0,1,0.7048820877422202,val
32222,-0.7169259731636137,0.566376701367557,-0.34273358699000117,-0.3042606352145506,0.16040259113191815,1,1,0.7115533029805013,val
12426,-0.5542706499199814,0.0739059584315516,-0.21877449764455595,-0.47028801319758745,-0.2452444592324584,1,0,0.7163099397963254,val
25855,-0.40948142306014446,0.17448027910352726,-0.19456613487204652,0.4515672931064612,0.42691336938476865,1,1,0.7081674788160592,val
30221,-0.5215311262128756,0.09580171565110542,-0.3217010555737567,-0.19736509788772488,0.3087055170055697,0,0,0.717606581323645,val
24061,-0.70939508372748,-0.34688178858176044,0.22759976355547828,0.24253902077661668,0.5853375012091757,1,1,0.702759490768698,val
13236,2.1477110668343187,0.8986615379673163,-0.07592545036906208,0.10329527184721544,-0.7193530195043847,0,1,0.7014686538457388,val
12777,-1.391580220548212,0.2709564866699893,-0.0980538646155902,0.22749555192943435,0.022501712709713555,0,1,0.7033431397910201,val
10178,-0.7234580247382338,0.08325714261733146,-0.15149410203330183,-0.1414207404938785,-0.18379163527230374,1,1,0.7094112155532266,val
5675,3.215312423080377,-0.5917655129629144,-0.6648546151816724,-0.6994426605431365,0.01438367503872269,0,1,0.6994897249332381,val
14585,0.13787252300972047,0.21420199167041057,-0.2797093642399695,1.1288583070357998,-0.5893356953461985,1,1,0.7049221214148839,val
17392,1.8666089362415543,-0.0351078994070876,-0.35027329769747206,-0.03746372846543873,-0.6818223396036486,0,1,0.7046506654613499,val
2612,-1.176808230248579,-0.10538926659771251,-0.24874979665165023,0.054361417650123194,0.32432326883669005,1,0,0.7197911231159905,val
31389,-1.7239985035198997,0.33442605638256956,-0.17529734051159468,-0.06097619792914926,0.22463308343562907,0,1,0.7060835763122842,val
25723,-0.42281711792755683,0.966574333008901,-0.3388622745144776,-0.3890952212716516,0.015540563806124763,0,1,0.7047452437792234,val
23684,4.342946784582042,0.4221083835375186,1.570371278981861,-2.1885479575577556,-0.43603314743885213,1,0,0.7274105194426085,val
30780,-0.4657856451731001,0.7964823725048483,-0.1322093352284817,-0.6449440898040117,-0.023891842888953563,1,1,0.7074079126817673,val
7966,-0.39245391412270164,-0.5060714014141027,0.0061406413536612475,0.6564730097398529,0.6688253671367944,1,1,0.7058425935387813,val
22580,-0.5378947690588606,0.09821098789150734,-0.3442674742675532,-0.26824973007414626,0.31250963754183725,1,0,0.7193919673712065,val
25068,1.9464258718049763,-0.5569069567461353,0.029458406076686892,0.39030198932765386,0.6095088372705271,0,0,0.7153283638868556,val
26875,-0.42850678471142645,0.03294806655527026,-0.38488469150945176,-0.4197097625961321,-0.1198167216980158,1,0,0.7219102971990345,val
32628,2.1941741305299622,3.873487758015389,-0.11919416232685992,0.5077036012183539,-0.062491374765896626,1,0,0.7203534940867979,val
30399,-1.2743480787645949,0.6101214804753969,-0.20078599682304865,-0.4177350181462816,-0.3103334370023364,1,1,0.705823900735785,val
15966,-0.5156834888730225,0.12790102305321216,-0.3228587383212594,-0.17912829702687044,0.5869589604500222,1,0,0.717730424803095,val
31458,0.46924130845567447,3.2734092211865558,0.6324295472877586,-1.2187479536909835,0.4870911806796815,1,0,0.7158008678384312,val
11401,-0.9103339455160295,-0.3352295383936127,-0.18633035523159694,-0.2853002836580003,-0.047701780091246496,1,0,0.7222352384575881,val
18567,2.659306280889577,-0.49295702442880823,0.12238798646237047,0.015209217597237422,-1.3894413288868022,1,0,0.7159232894891875,val
2436,-1.15797629031269,0.4837203043027296,-0.2772591228184528,0.4251017614554119,-0.1756875610510479,1,1,0.7062369047640585,val
23527,-0.6212590518667611,0.1747914084492109,-0.07420111042510394,-0.16885665454630422,0.1326266585381494,1,1,0.7069705442605243,val
2373,3.0848049297538296,-1.7172811589343009,1.3744126158044652,-0.2202473461918012,-2.5980415441461693,1,1,0.6978918025842379,val
19844,2.5364386785267827,-0.8722458164117421,1.3075799109164228,0.13983214130925273,-1.9392763863992082,0,0,0.7230524793893213,val
29811,-0.4137193560045977,1.5619458189115332,-0.35110958009247656,-0.044673601674126595,-0.04680922939968791,1,1,0.7021951464405374,val
25005,-0.2849252210565048,0.18283888909013896,-0.37573820284873327,0.1222861636998915,0.02835035484803465,1,1,0.7113607441994972,val
10694,-0.3729385549253253,-0.7924400540051604,-0.006629733250776562,0.7633382300270629,-0.14679885530781764,0,1,0.7053703591283295,val
10271,3.2447528693899943,-1.7990498676540985,1.3854535683048896,0.8688845403556706,-0.31952825223456527,0,1,0.7064030256386306,val
9835,-0.28509176058685953,0.2249329609874613,0.2307335143381833,-0.26491811314417185,0.3778410405742653,1,1,0.7021826388521579,val
17073,-0.627277768178672,0.12188187182924289,-0.38054501518401324,-0.2137458366745214,-0.054946571847161584,1,0,0.7182876905860699,val
9263,3.674201421978316,-0.19101850293339903,-0.4894068882849766,0.4203759809386877,-0.16026201468806056,1,1,0.7026438607161689,val
2952,-0.26964680622355314,-0.6963787373304265,0.0015522879064367974,0.14638744035898,0.26640181595171525,0,1,0.709022790165303,val
11226,-0.4359948418769873,0.09190211755434756,-0.38274844297585514,-0.26254775595211727,0.020702028059024408,1,0,0.7189290037236343,val
9024,3.3600503718334713,-1.0969273512386017,-0.4428073101694553,0.28221528324791734,0.2525151602139011,1,0,0.7191171072390309,val
15244,-1.635727887620424,0.29363628337633574,-0.22629385941544047,-0.17233250945623457,-0.34638342120935217,1,1,0.7011731687987995,val
13095,-0.42407833808835027,-1.0177750037776803,0.18341091881527974,0.44218652058964353,-0.12259203909469865,0,1,0.7047244867117844,val
9606,0.6974169006771517,7.198398171901812,2.291648849553154,-0.6542412802519252,-2.1040485230166275,1,0,0.7160651447236132,val
31806,-0.5776446935591918,0.36578574365113575,0.5751383114324691,-0.16366955607154,0.8018838526242834,1,1,0.6997881283113289,val
3532,-0.6615695457818698,0.07006180870864892,-0.18964576922974652,-0.4818357396878397,-0.05371343510023673,1,0,0.7168406182698706,val
8732,2.190975302683755,-1.602420814087164,-0.32131133842369536,0.1393957073681478,-1.4939867796799744,0,0,0.7235833284315161,val
6313,-1.1669179525828925,-0.17862547010856614,-0.17381475514889605,-0.06381678024798382,0.2742845640278193,1,0,0.7187805705917658,val
30768,2.9422902297514764,-0.6282395526043821,-0.38091257675532003,-1.0647932619005114,-1.3515146581960853,0,0,0.7177332552973974,val
32499,2.356878698281885,1.5907757481059799,-0.6688709756365546,-1.3399991691257342,-0.02557225405602763,0,1,0.7051423338162066,val
25351,-0.970777883944501,0.5544236909134362,-0.3459499157904446,0.4994288349607784,0.3770534213958802,1,0,0.7132743446360809,val
15135,-0.560364192808167,0.41421651507448753,-0.40863793428038314,0.6190500826246174,0.38984355896001827,1,0,0.7149440265503014,val
31105,-0.1308403746935287,0.12076049890450541,-0.39941519563609723,-0.13237531739989283,-0.010946394872102557,1,0,0.714881446172197,val
10436,-0.2161698558772497,0.06568754142435368,-0.06803472013902918,-0.45133536671249974,0.2522332220896887,1,0,0.7119922504601044,val
2133,-1.7648474641004928,0.23664655607053484,-0.12211428381006467,-0.15019080826472092,0.21487559208543464,1,1,0.7074894794551277,val
14643,1.2062444094319729,-0.12135067767959222,-0.7814684863025955,-0.42010186260607896,-1.8373195516147884,1,0,0.7127585720448787,val
12641,-1.6893514007010664,0.2061006940070782,0.39021957144245956,0.35510649156792107,-0.06517012013513457,0,1,0.6926922160904109,val
8468,1.6922930322032441,-0.09752647489419258,-0.22189965029878297,0.5184004024508482,0.45137971675668453,0,1,0.7096240604772379,val
30568,-0.638707786093514,-0.6055845407265248,-0.3979266961713215,0.0813368717919121,0.2696461354075021,0,0,0.7254356114219762,val
179,1.0488614182579505,0.8590816793882041,-0.26946685515182384,0.6237146291817501,1.5790174237648886,1,1,0.7056433643095079,val
10936,-0.628028919672735,-0.38030352631983494,-0.08398148705697556,0.4415951498339599,-0.2914599327786732,0,1,0.7087174496274267,val
21964,-0.6971944479620014,-0.8952900715825646,0.060102662963490816,0.32968728232967126,0.2829950810734012,1,1,0.7089663597243483,val
1601,2.0830787661104666,3.961047671767492,-0.3557194982270698,0.3435489977847178,-2.2096464880122486,0,1,0.6957278763335026,val
17110,-1.3298485610791788,-0.01873844296964507,0.15259545718900042,-0.04063962844591843,-0.19345277098113647,1,1,0.7031235656968984,val
21389,1.3504129395191604,0.45485964970077214,-0.24555972053388408,0.24716039475034746,0.704278901032608,0,0,0.7144390163054093,val
127,1.0629181939363976,1.1750354309522713,-0.6386872644385332,-0.11040365316242104,0.4793122565047263,0,0,0.7157205189434124,val
5592,3.0408271743770245,-0.5169271032189158,-0.686668570891932,-0.663498809890992,0.39157793309048444,0,1,0.698928785045357,val
27411,-0.6533182110491798,-0.07803578254668664,-0.39249825528547033,0.3483793821916778,0.4599020325322712,1,0,0.7207065929646103,val
11916,-1.6498505281947529,-1.1139734111262796,0.19208113194199553,0.49805750780596203,0.3223667001523763,0,0,0.7160185012893376,val
12781,-0.6120116739888888,0.06304597522936747,-0.21268420042299863,-0.06252000165396039,0.38910182528938175,0,0,0.7132158661862749,val
24120,2.3995216938139787,-0.7694540308651658,-0.2953172640260167,-0.18135294610469424,1.8626941016211376,1,0,0.7222204894389833,val
13994,2.609597927362007,0.11602889600431306,-0.8708027430534762,0.11609757186262849,-1.3033842664901218,1,1,0.6934574628402992,val
19094,-1.075976917589102,-0.2010851644521122,-0.15768962823867136,-0.14266685353883615,0.5267647164508041,1,0,0.7186096738342578,val
14007,2.0929132568590627,-0.1672585714533843,-0.529552708898693,0.06891025118210799,1.0089871829861188,0,0,0.7147462581800821,val
28222,4.007467605755561,0.2529704041182693,8.368561805948731,-2.8574597265148824,5.478424039515251,1,0,0.7175078496409402,val
9458,-0.26553387366221004,-0.03301313549692298,-0.4464686460691241,0.6743574241919423,0.14735694075996283,1,0,0.7148029644500189,val
24535,-0.6675954507898314,-0.13557284503277475,-0.4097949848381285,0.17849607490523262,0.1484686253719084,0,0,0.7217611687713296,val
11117,-0.5766554407006382,-0.33247881168732607,0.2754354478098956,0.17347774876971359,-0.5691523323310442,1,1,0.7012683200391021,val
9543,-1.2709903836678096,-0.12588490405581185,0.13881970783306702,-0.1422054601107035,0.6870017488450334,1,1,0.709515699798265,val
4278,1.4341676155839134,-4.1275732959678395,5.1216120496914534,3.59278914104797,-3.459119678400543,0,0,0.7211065883036812,val
25295,-0.38041461185127406,0.8779547850508189,-0.34409245258282284,-0.504893408356952,0.04652014109105703,0,1,0.7071128111738613,val
3165,-0.3599052181920402,-0.5485291544286601,0.642766430785123,0.42551593947310956,-0.3885879753166914,0,1,0.6985940619048305,val
23763,-0.6644882886195711,0.12654779217075932,-0.30217257580307416,-0.1669866213326622,0.5962471473179151,0,0,0.7175795607004244,val
12965,-0.9483545442995387,0.04442191044557872,0.008247130713816164,-0.030053816007322303,-0.35536472702722605,0,1,0.7037443832962198,val
19992,-0.8181795509793519,0.08523594499793925,0.20205528514194354,-0.4523950255109049,0.451586046852132,1,1,0.7051603732367269,val
30967,-0.39503465732034804,0.03560808128363216,-0.3627684733301325,-0.3990458562502543,0.019883558078218247,1,0,0.7212124350240916,val
28494,-0.7803708233622741,-1.0976738524491347,0.3902125761494242,0.5184344606606586,0.14669073442036512,0,1,0.7058431798486741,val
4704,-0.24041857087207663,0.03534260598923103,-0.2981180514811363,-0.13181092628433988,-0.008091162630311325,1,0,0.7138773896172087,val
411,2.276826960028433,0.16230211089516908,-0.09355812175191489,-0.8168763180491377,-0.10132246640899835,1,1,0.6958946062947373,val
29438,-0.3444224398379311,-0.11956502652515107,-0.41929139625867645,0.3776232028023202,0.1613998822832667,1,0,0.7167403045475983,val
30018,3.3480662542910578,-0.3471511444373752,3.823315612123983,-1.6382483514102466,3.022457044612512,1,1,0.7031793394902434,val
25576,-1.5968321216622186,-0.2272689339837096,-0.14706531113189514,-0.1635147197128972,-0.1948902076483705,1,0,0.7151314656289822,val
32888,2.523541103867957,3.2206463939121104,-0.3771675171654203,-1.3519013656842238,0.6793796374013463,0,1,0.6997813776966963,val
18417,2.1628586910653422,-1.8525139920250393,0.47387498344809564,0.53946521945894,-1.5854970194538807,0,0,0.7147454991191358,val
22130,0.4556434978966976,-0.3081057654832899,-0.22529243574298155,1.286242221651719,-0.2488429181502592,0,1,0.7029667139807994,val
28881,-1.3646569533534272,-0.21633468715238374,0.38939795896702334,-0.4141852539906531,-0.13723920120457506,1,0,0.712053661528845,val
18384,-0.40627045103559867,-0.004869131913591483,-0.38765495757220214,0.6883530671110568,0.7167111850921853,1,0,0.7177597361074596,val
3594,-0.8878135067183411,0.2152420180746545,-0.3863637600405316,0.08275545297301777,-0.24059737883784307,0,0,0.7132577891693797,val
4230,-1.1787866860065144,-3.6823392344526233,5.884427152986921,3.3410933860393888,-3.747741240342997,0,1,0.6989707153747704,val
5044,-1.425352301301592,0.14073179448602857,-0.13923304967689787,-0.21127085548751254,-0.5085173028844251,1,1,0.7038440781063342,val
12693,-1.161933513079042,-0.061071684171025084,0.17117879238983694,-0.15955660148308443,0.056091957045996683,1,1,0.7063001494854052,val
12689,-0.7289537167476443,-0.03027774351062102,2.2385506647596607,-0.7845195125639138,0.813308492100833,1,1,0.7104961758794883,val
9106,-1.411022041938865,-0.34781935617913434,-0.0007737271868318876,-0.10272375194586612,-0.28923279033801585,1,0,0.7130534673913765,val
15715,-1.258810604987367,-0.17507753841796075,-0.2227836180001612,-0.1599743524712464,-0.07977925533783611,1,0,0.7196170126676805,val
11988,-1.174374066920661,0.20429338192474736,-0.23461855423425107,-0.20467097655545466,0.15107858134001273,1,0,0.7146965249622984,val
15030,3.1088731117672337,-0.460066014524234,2.0503345052607993,-1.1823954125362932,1.9556059561949812,1,0,0.7268267269292417,val
21495,-1.0728094072030405,0.5162308234758651,-0.19765518600887552,-0.5945522311611683,-0.2955834070721023,1,0,0.7117330219121979,val
20080,-0.9455694359756088,-0.032155976425809335,-0.24086463120086335,-0.7001400089293711,-1.3514724657880401,1,1,0.7068591114709034,val
4620,-0.17927175922225053,0.10482008359552861,-0.3313784462982825,0.03673373664772891,0.02076831020722908,1,1,0.7113379810801895,val
20324,-0.24821952201074393,0.21991429585038055,-0.3353461648516547,0.4079541286868981,-0.01796842417079234,1,1,0.707277116357587,val
6120,-0.5645936340142604,-0.17993563764376644,0.25222706444344783,0.6429340165983692,-0.549879166514328,1,1,0.7011444527528624,val
22762,1.1493065377852936,-0.6350323998989619,0.3786451272553559,0.040023319635253476,0.2342255618538553,1,1,0.7086981814252419,val
19913,-0.3875902017197596,-0.24198524122997644,-0.37994661401685587,0.04518822612146356,0.17518388460593198,1,0,0.7204382217745176,val
27427,-1.1487901154535949,0.10866685641860295,-0.31362221113053695,-0.4970729963332533,-1.3486005204285383,1,1,0.7016083587474572,val
26004,-0.42551741283390127,0.0016563698133489786,-0.21633726091968397,-0.35517443093777484,0.08499624884757846,1,0,0.7162391869881998,val
26688,3.0725536367245585,-0.9874055547896712,-0.5927848618857454,-0.4951361525613575,0.23981905810510215,0,1,0.7021334664698393,val
7455,1.3381744437643113,-2.7563631900488117,3.193781190139017,1.957397040413121,-3.054688840557837,1,1,0.7049342459873117,val
11987,-1.0721595447364145,0.14530997879796928,-0.25119389650833307,-0.3410117323555826,-0.09658109370469224,1,0,0.71630233470266,val
32086,-1.74911390210935,-0.7821152222878188,0.11221066238779817,0.27151335242365654,0.7736206752076994,1,0,0.7184360058021244,val
8413,-1.2242665099732912,-0.12080405472809372,-0.10311863075626927,0.27892482943644137,0.4470187201749932,0,0,0.7136576512981831,val
7075,2.2314944067909885,-0.9764083247100975,-0.6052349145438588,0.29083842354544637,0.4634740407579908,0,0,0.7198672688311438,val
19292,-0.42133626616001707,1.9468887618951392,-0.2805299211781674,-0.2868906718082227,0.06734288348940007,0,1,0.7057181798642457,val
12902,0.7492975686910307,-0.48802875514122923,-0.1971760674556239,-0.2189389270180825,1.1176275014522656,1,0,0.7199708005932941,val
32728,-1.216542979041211,0.1741112575170417,-0.15755101604035426,-0.3258557061366677,0.3326638078538751,1,0,0.7152755968839822,val
17716,-1.4196599465099695,-0.6551591191041906,0.30817368717350746,0.1803039397486758,0.03349992319798755,1,0,0.7129910252776581,val
19698,-0.7744521967879112,-0.1695970199627498,-0.2152122434054396,0.048572244768770256,0.04547024482612311,1,0,0.7156332553828566,val
11051,-0.5779923847465817,-1.23389030225549,0.02247023912588247,1.0676648608649044,0.9088490524896207,1,1,0.6974117090240539,val
17836,-0.9909491559008974,0.27973218270872674,0.08841361250030495,-0.17602534957258412,0.5620755380931741,0,1,0.704308979658392,val
19668,-1.467907371158247,0.1950307887590733,-0.21203743788883436,-0.3238201075393679,-0.27835502617816543,1,1,0.7097850798612546,val
11501,-1.8721445215603358,-0.5374726034744026,-0.12301814361139578,0.056660026415879194,0.4188155205202482,1,0,0.7238757891267739,val
11990,-0.7361701867566741,0.34237485643622206,-0.3623016266448786,0.27712991955173477,0.577647543914369,0,0,0.7158729740375769,val
3607,-0.48983758446992953,0.3577190842782938,-0.4030179394573758,0.6620951536250324,-0.059952908080611905,0,0,0.7118386989772191,val
12910,-0.9383461964587199,0.1723121639726428,0.40146848201768837,-0.5297807395661429,0.17606708164285173,1,1,0.7051644243060581,val
17955,-1.5285009650281747,-0.06181125193656865,-0.07530183459883241,0.517312659957588,0.2795137583549183,1,1,0.7099831919100273,val
17753,-0.6013535890243387,-0.2840023466735326,-0.35213199750378077,-0.18494025945841663,0.4548481539809823,1,0,0.7246087449583877,val
26333,-0.8082611495507491,-0.08746569302555376,-0.16340386540825297,-0.28466483808039444,-0.46672636868743755,1,0,0.7133675945721717,val
17786,0.1024971429222286,8.32520333199943,2.7831073224635716,-0.8145736331722894,-2.0036438701341615,0,1,0.6859629683757758,val
3957,-1.4045998282598728,-0.4069157473296934,0.12124827224156477,0.04163190051334975,-0.3529237806447815,1,1,0.708908631180008,val
22617,1.8008929641766838,-0.47750958256851295,-0.27239878036577786,-0.7538413816844072,-0.4725761970673863,1,0,0.711999527356078,val
11478,-0.9111257421018034,0.39284396146359235,-0.26436509842316064,0.2654493612569982,0.3257066068403507,0,1,0.7106083050230279,val
24249,-1.6508428673162259,-0.11652343025436672,-0.12524968459742694,0.09134056736480563,0.4230134497566509,0,0,0.7158434645138754,val
15007,-0.5886798233337145,-0.7729118906309218,-0.1432927251679225,-0.14685473011525177,0.12089108112799984,1,0,0.7200733519989632,val
6236,-1.6117612586549346,-0.19470725047874748,-0.22407737929282823,-0.24654928939962206,-0.29187461058415687,1,0,0.7158745799112263,val
11809,-1.131856073121926,-1.405956318650105,-0.04920092324583018,0.42626473356757155,0.5926465898249764,1,1,0.7104563726232674,val
18783,-0.43125680116906434,0.18613486702899218,-0.39826772932799154,-0.02675999624437931,0.036895366373512206,1,0,0.714748512438647,val
2398,-1.9133563379738705,0.27271413628986707,-0.12377841168439786,-0.06887037764190218,0.18691345828681338,1,1,0.7024904349479834,val
17634,-0.22978402475234294,0.3994706858400424,-0.21422353816589848,1.3182153661216753,0.38067535129022334,1,1,0.708867433479002,val
30707,0.17426016467998573,0.12310421422455574,-0.8002236191883614,0.1845346948173278,-0.3199013738619089,0,0,0.7130321833039183,val
30449,0.4188754246300461,0.4415634215136053,1.2685908178282637,-1.3340875519845679,-0.3155918136543552,1,0,0.712780204473642,val
13296,-1.1628079809949137,0.17575575650954567,-0.16429086580802207,-0.29924411321025773,0.2467319572687005,1,0,0.7144976387100571,val
20112,-0.7625170463083616,-1.3090976763118976,-0.2840879916451267,0.9442778093973133,0.360242686515235,1,1,0.6989340636647725,val
5192,-0.323727977300695,0.18807800458179766,-0.0900697360869469,-0.02260026228435368,0.086595594536654,1,1,0.7047726971916566,val
17367,3.203945388335107,-0.5805279915284809,-0.7005823882405929,-0.7638573811983289,0.02534789584231425,0,1,0.6986215124312608,val
17021,-0.6796191881847364,-0.5571986385026637,-0.056656756127530815,0.739522761998655,-0.0997567879680136,1,1,0.7101513058495762,val
2801,-1.0627957444467195,0.23449673127147197,-0.15192745183593698,0.01556897580400177,0.14634548829599392,1,1,0.7086189892371135,val
28115,1.3303421220096325,-0.1869576636934622,-0.6586671667395734,-0.40326247574505225,0.43506685823397434,1,0,0.7129984030481009,val
27771,-0.8208693797308397,0.5056070022008898,-0.37636241277275007,-0.4305453246587799,-0.21868471007187618,1,0,0.7126246972790629,val
18000,-0.8680979878046557,-0.1729385149097098,0.34138859739545796,0.1891958934550501,-0.5496040145810741,1,1,0.6991594493257741,val
31186,3.270234381990816,-0.4099828881176869,-0.4277448892516398,-0.3509105631403616,-1.3288511490304054,1,1,0.7076669682441096,val
10287,-0.9558399764624934,-1.0889103278270047,1.7085504941112826,0.9760358435365236,-1.777929228181453,1,1,0.7036475766486494,val
6328,-0.6006730872952846,-0.3019426438828393,-0.37288648578633143,-0.1942158007859096,0.10122177988357815,0,0,0.7260522576138736,val
14864,-0.6298270053644374,0.10697579767816141,-0.3418186181141282,-0.23108063243912366,0.22968756770034074,1,0,0.7190052244258723,val
26214,4.433334815544233,-0.4471103514903893,12.663988234546128,-3.4845490458376007,8.057333156247104,0,1,0.6929205502249869,val
8037,-0.31114416811600226,0.495072081939585,-0.49876421003647026,0.7905138102831154,-0.11141020628105207,1,1,0.7110552498574485,val
13134,1.9933872995570445,-1.3124028346597492,0.7182381847991668,-0.4036309420480374,-2.750085398790814,0,1,0.707963387508527,val
22243,-0.9549880026364127,-0.18403070449624542,-0.32051478428085917,0.16537807695157875,0.48907686024416075,1,0,0.7221713332617109,val
1969,-0.7978046317890632,-0.39652305436692925,0.7989995182730294,1.253641967626378,-0.430768390005457,1,1,0.7062644237404012,val
22193,3.8674397521575363,-0.8190259572211986,-0.5758029832727772,-1.2290609776183221,-1.2699347489506005,1,0,0.7255215073473248,val
15148,-0.38984237329784727,0.26609868524518865,-0.35106967647544957,0.11052854398391976,0.6109694325704521,1,0,0.7148915356257414,val
28686,-0.6643863730786062,0.2803278666282698,-0.4190326052787446,0.18440627983503421,0.02202601787756307,0,0,0.7143667548596635,val
30715,-0.5474571055628801,0.2939509337614046,-0.42495404555497196,0.2648805809119955,0.03718029128900779,1,0,0.7132192676494242,val
19910,-0.9100835095671437,-0.18811787001398153,-0.3967777875856289,0.0901905306932264,-0.08632840797654662,1,0,0.723086864601679,val
17594,-1.81083192095353,-0.10668133151203439,-0.1863654672508361,-0.02159140602947368,0.12591008559349376,1,0,0.7134601311104776,val
25829,1.56025308545808,-0.7842599693696097,2.452787119009517,-0.767407818336472,1.6053355137215437,1,1,0.7091800663893166,val
12235,-1.537605270094479,-0.19301959460377366,-0.030255536443558974,0.3890120000026443,-0.4701685616677951,1,1,0.7016225964066205,val
12299,2.11378032116431,-1.0389401568480832,-0.17762105550636198,-0.454602357076635,-0.5014325685908144,1,0,0.7153101351892438,val
31752,0.35701906731196625,2.201470878551268,-0.21111774141701212,-1.6072956262362326,-1.3890997440925807,1,1,0.7089997456884074,val
